ToxPi Score,HClust Group,KMeans Group,Name,Source,Infection Rate: Transmissible Cases!20!0xcc3333ff,Infection Rate: Disease Spread!5!0xe64d4dff,Pop Concentration: Pop Mobility!10!0x57b757ff,Pop Concentration: Residential Density!5!0x5ced5cff,Intervention: Vaccines!15!0x4258c9ff,Intervention: Social Distancing!5!0x6079f7ff,Intervention: Testing!5!0x7d90f3ff,Health & Environment: Hospital Beds!10!0x6b0b9eff,Health & Environment: Hospital Ventilators!10!0x7e24aeff,Health & Environment: Pop Demographics!3!0x933fbfff,Health & Environment: Air Pollution!3!0xa95ad2ff,Health & Environment: Age Distribution!3!0xc177e7ff,Health & Environment: Co-morbidities!3!0xdb95feff,Health & Environment: Health Disparities!3!0xe1a6ffff
0.575750793,7,1,"Alabama, Autauga","32.5395,-86.6441",0.682451292,0.644788464,0.575494546,0.3741,0.841365462,0.675,0.444448919,0.743119266,0.08,0.563653271,0.520958084,0.501650799,0.362432017,0.260554666
0.544879682,8,1,"Alabama, Baldwin","30.7277,-87.7221",0.533459625,0.544800216,0.59207546,0.3359,0.792168675,1,0.458757293,0.678899083,0.12,0.534157959,0.437125749,0.609505176,0.325043019,0.203905628
0.57844644,7,10,"Alabama, Barbour","31.8683,-85.3871",0.605306624,0.616163282,0.543279402,0.9889,0.847389558,0.575,0.450021092,0.550458716,0,0.67879397,0.508982036,0.579673914,0.556275822,0.656229309
0.541580745,7,3,"Alabama, Bibb","32.9964,-87.1251",0.582960901,0.563259487,0.498930922,0.7189,0.862449799,0.675,0.394386995,0.311926606,0.1838,0.563161735,0.491017964,0.542700409,0.49039775,0.531989399
0.491863532,7,9,"Alabama, Blount","33.9821,-86.5679",0.592816887,0.574381716,0.537340407,0.1741,0.883534137,0.75,0.433628102,0.19266055,0,0.350140876,0.520958084,0.575509717,0.479311875,0.446227699
0.514494569,7,3,"Alabama, Bullock","32.1003,-85.7127",0.566057352,0.541209368,0.403066648,0.765,0.75,0.325,0.451459668,0.440366972,0.0963,0.736129319,0.491017964,0.526341402,0.612118387,0.656935761
0.506241025,9,3,"Alabama, Butler","31.753,-86.6806",0.537303898,0.5296472,0.478257546,0.6259,0.840361446,0.675,0.45476739,0.247706422,0,0.619039345,0.45508982,0.599824325,0.637736455,0.550440119
0.601525466,8,6,"Alabama, Calhoun","33.7748,-85.8263",0.510885783,0.484495313,0.617999702,0.6492,0.798192771,0.825,0.486843412,0.71559633,0.42,0.581702062,0.526946108,0.553960836,0.543051996,0.527100793
0.542214302,10,2,"Alabama, Chambers","32.9136,-85.3907",0.509339863,0.509214799,0.503010222,0.7943,0.854417671,0.575,0.5152529,0.486238532,0.1188,0.588660752,0.502994012,0.597857609,0.55082444,0.482677145
0.457780981,9,5,"Alabama, Cherokee","34.1781,-85.6064",0.392338618,0.459377057,0.503473889,0.2741,0.837349398,0.675,0.479818678,0.330275229,0,0.451124735,0.502994012,0.649345108,0.466386832,0.460854275
0.534919762,7,3,"Alabama, Chilton","32.8504,-86.7173",0.675581893,0.676337359,0.521503368,0.3636,0.88253012,0.75,0.452368487,0.247706422,0,0.516869866,0.491017964,0.531089133,0.514602136,0.559340714
0.474490948,7,3,"Alabama, Choctaw","32.0223,-88.2656",0.502927987,0.620553738,0.450471105,0.5775,0.724899598,0.675,0.54966474,0.155963303,0,0.54676034,0.425149701,0.656152454,0.548063498,0.603575547
0.51403066,9,3,"Alabama, Clarke","31.681,-87.8355",0.586710135,0.532897564,0.517617384,0.7345,0.772088353,0.675,0.4659553,0.220183486,0.01,0.650204139,0.443113772,0.599824325,0.545218117,0.617561314
0.511694403,7,1,"Alabama, Clay","33.2698,-85.8584",0.654733771,0.630210437,0.495045081,0.1579,0.813253012,0.675,0.395792149,0.366972477,0,0.543585144,0.45508982,0.615195238,0.486502079,0.553388131
0.532316567,8,1,"Alabama, Cleburne","33.6768,-85.5201",0.555811903,0.560855814,0.500499765,0.1,0.843373494,0.675,0.537481028,0.623853211,0.13,0.3870826,0.479041916,0.595880459,0.448752984,0.607442806
0.556569632,6,6,"Alabama, Coffee","31.3993,-85.989",0.552399323,0.548470543,0.557209236,0.1923,0.834337349,0.675,0.511741262,0.587155963,0.36,0.653709025,0.473053892,0.542700409,0.410500102,0.390938397
0.523879775,6,1,"Alabama, Colbert","34.6985,-87.8017",0.522026626,0.508702447,0.579200643,0.1025,0.768072289,0.75,0.48171189,0.422018349,0.37,0.576094777,0.461077844,0.605662958,0.433319441,0.423711336
0.463681244,10,5,"Alabama, Conecuh","31.434,-86.9932",0.306631166,0.346424219,0.478906496,0.213,0.798192771,0.675,0.501836283,0.495412844,0.0725,0.650535401,0.437125749,0.647623665,0.643309478,0.659110224
0.575327138,3,8,"Alabama, Coosa","32.9369,-86.2485",0.816317962,0.800213783,0.460369687,0.2913,0.789156627,0.5,0.437701046,0.501100917,0.1187,0.626811272,0.479041916,0.651058637,0.593715842,0.456447336
0.548015808,8,1,"Alabama, Covington","31.2478,-86.4505",0.561275515,0.549306876,0.519262483,0.4702,0.837349398,0.675,0.563883478,0.577981651,0.08,0.556552135,0.449101796,0.62814365,0.449678788,0.567002444
0.505914776,7,9,"Alabama, Crenshaw","31.7294,-86.3159",0.57691376,0.565654497,0.510666393,0.2353,0.836345382,0.675,0.509256377,0.357798165,0,0.606202286,0.461077844,0.58583425,0.495279261,0.484046933
0.580792192,6,6,"Alabama, Cullman","34.1302,-86.8689",0.53186991,0.517406932,0.568014348,0.3945,0.808232932,0.825,0.42808172,0.688073394,0.47,0.330901264,0.51497006,0.579673914,0.493260482,0.492029734
0.494028986,9,2,"Alabama, Dale","31.4304,-85.611",0.445201982,0.460514579,0.557010921,0.455,0.757028112,0.675,0.465542733,0.467889908,0.06,0.616891024,0.479041916,0.538099217,0.48907586,0.548272801
0.43884641,5,7,"Alabama, Dallas","32.3269,-87.1087",0.065095849,0.120306656,0.539203096,0.8392,0.802208835,0.675,0.416314435,0.412844037,0.19,0.637056355,0.48502994,0.553960836,0.634708405,0.647582687
0.522938138,10,2,"Alabama, DeKalb","34.4595,-85.8078",0.458375328,0.439665957,0.562061905,0.4779,0.870481928,0.75,0.5108028,0.605504587,0,0.455641786,0.497005988,0.542700409,0.417730035,0.587444989
0.356759177,5,7,"Alabama, Elmore","32.5979,-86.1442",0,0,0.569284337,0.5177,0.826305221,0.75,0.409447257,0.211009174,0,0.579620442,0.532934132,0.499089333,0.416614297,0.335964473
0.508541255,9,3,"Alabama, Escambia","31.1257,-87.1592",0.484598015,0.484505286,0.516060354,0.5839,0.84437751,0.675,0.461898054,0.311926606,0,0.805150228,0.431137725,0.564890998,0.583345831,0.678847285
0.592879158,8,6,"Alabama, Etowah","34.0457,-86.0405",0.488359014,0.454972314,0.624323699,0.2904,0.829317269,1,0.451098246,0.688073394,0.5,0.565031832,0.508982036,0.58583425,0.497030756,0.501338723
0.536913018,8,1,"Alabama, Fayette","33.7208,-87.7389",0.5728009,0.538632554,0.496663349,0.5454,0.830321285,0.675,0.456459551,0.568807339,0,0.515372659,0.45508982,0.62814365,0.555397124,0.528762464
0.513406566,8,2,"Alabama, Franklin","34.4424,-87.8429",0.478611409,0.445335559,0.529303523,0.5275,0.786144578,0.675,0.494350683,0.339449541,0.29,0.522703674,0.449101796,0.540406913,0.445812113,0.601241457
0.432975246,10,5,"Alabama, Geneva","31.0939,-85.8357",0.267266262,0.303510283,0.525688427,0.2716,0.807228916,0.675,0.509872324,0.339449541,0,0.566329198,0.45508982,0.607589018,0.519163352,0.649319569
0.555188015,7,10,"Alabama, Greene","32.855,-87.9568",0.572486958,0.558441219,0.474832675,0.9554,0.773092369,0.5,0.501549703,0.52293578,0.1067,0.660685061,0.449101796,0.626321192,0.529804078,0.684433744
0.506589519,7,3,"Alabama, Hale","32.7604,-87.6328",0.549616454,0.495619949,0.497040609,0.9347,0.705823293,0.325,0.440285041,0.357798165,0.1013,0.605620029,0.467065868,0.58583425,0.578680725,0.609419371
0.397008975,5,7,"Alabama, Henry","31.5115,-85.2427",0.081860896,0.11094294,0.495422897,0.2713,0.775100402,0.5,0.482912014,0.53559633,0.135,0.593451138,0.473053892,0.647623665,0.455726699,0.480546767
0.5901537,8,6,"Alabama, Houston","31.152,-85.2994",0.485004375,0.494130221,0.627130635,0.3502,0.789156627,1,0.460709671,0.788990826,0.41,0.605790249,0.461077844,0.556172664,0.453344357,0.487454569
0.514271199,7,1,"Alabama, Jackson","34.7814,-85.9975",0.508754986,0.477063406,0.51618988,0.3231,0.787148594,0.675,0.389042528,0.633027523,0.07,0.518459682,0.479041916,0.601780717,0.514058806,0.530521388
0.591915438,8,6,"Alabama, Jefferson","33.5555,-86.8951",0.525162009,0.510589058,0.713171576,0.6211,0.742971888,0.825,0.359785383,0.706422018,0.42,0.590596865,0.622754491,0.511724164,0.423600753,0.373129455
0.510142229,9,1,"Alabama, Lamar","33.78,-88.0967",0.504774988,0.510112163,0.488266107,0.3251,0.771084337,0.675,0.473660813,0.497706422,0.1612,0.457635749,0.437125749,0.638895121,0.531484691,0.588648005
0.570191324,8,6,"Alabama, Lauderdale","34.9017,-87.6562",0.555867509,0.557450008,0.601104416,0.5622,0.774096386,0.825,0.473439273,0.623853211,0.3,0.494879671,0.479041916,0.605662958,0.379881535,0.357305192
0.477921635,7,9,"Alabama, Lawrence","34.5204,-87.3107",0.536556629,0.555644343,0.51112018,0.2028,0.78313253,0.675,0.49789095,0.211009174,0,0.743217429,0.497005988,0.567039084,0.510150681,0.494611137
0.589366666,7,6,"Alabama, Lee","32.6015,-85.3513",0.565144859,0.573485801,0.62923967,0.9214,0.784136546,0.75,0.460709671,0.724770642,0.23,0.555198728,0.54491018,0.399504763,0.296391868,0.371874724
0.532267161,10,2,"Alabama, Limestone","34.8119,-86.9831",0.484000171,0.488978886,0.57357296,0.4521,0.837349398,0.75,0.427063334,0.532110092,0.21,0.580834913,0.526946108,0.50419478,0.387867685,0.413133205
0.523104454,7,3,"Alabama, Lowndes","32.1597,-86.6516",0.61953514,0.570799339,0.437436687,0.4954,0.793172691,0.5,0.447373742,0.370458716,0.0938,0.662745686,0.473053892,0.577597632,0.642454273,0.623259439
0.559443465,7,10,"Alabama, Macon","32.3876,-85.6927",0.618228368,0.63854967,0.477377322,0.915,0.766064257,0.5,0.333480589,0.510275229,0.1156,0.641454527,0.520958084,0.591894413,0.691903652,0.59416882
0.591439392,8,6,"Alabama, Madison","34.7633,-86.5507",0.570330749,0.581611195,0.675270664,0.3836,0.74497992,1,0.367569026,0.770642202,0.37,0.634667104,0.51497006,0.493912975,0.370959371,0.232022378
0.370743199,5,7,"Alabama, Marengo","32.2477,-87.788",0,0,0.524366252,0.4088,0.741967871,0.575,0.41295414,0.486238532,0.05,0.590192729,0.45508982,0.597857609,0.579660867,0.56219341
0.479599759,9,5,"Alabama, Marion","34.137,-87.887",0.430014376,0.438377977,0.534554558,0.4209,0.830321285,0.75,0.491965202,0.348623853,0,0.398602976,0.449101796,0.633558154,0.528437487,0.512589274
0.554332741,8,1,"Alabama, Marshall","34.3698,-86.3049",0.574412839,0.543073388,0.590328466,0.3149,0.821285141,1,0.452004052,0.587155963,0.08,0.44749687,0.526946108,0.553960836,0.435537062,0.536395369
0.651714855,2,4,"Alabama, Mobile","30.7847,-88.2084",0.74993057,0.74012635,0.670417054,0.723,0.781124498,0.825,0.360728568,0.71559633,0.35,0.68427605,0.467065868,0.519104441,0.457998203,0.488754838
0.490568404,7,3,"Alabama, Monroe","31.5673,-87.37",0.587593718,0.614969027,0.494053815,0.3728,0.814257028,0.575,0.302320879,0.174311927,0,0.730700086,0.443113772,0.597857609,0.611063895,0.644599189
0.608973884,8,6,"Alabama, Montgomery","32.2207,-86.2097",0.509739999,0.507020164,0.682423482,0.7463,0.786144578,0.825,0.422247494,0.697247706,0.48,0.634286586,0.532934132,0.491297583,0.461406888,0.483698007
0.557501449,8,2,"Alabama, Morgan","34.455,-86.8548",0.427501276,0.415922997,0.623332768,0.5775,0.798192771,1,0.456649196,0.559633028,0.37,0.601746039,0.51497006,0.551735804,0.399359899,0.414591163
0.390845205,5,7,"Alabama, Perry","32.6405,-87.2977",0,0,0.462997707,0.994,0.739959839,0.5,0.340270315,0.404862385,0.124,0.62436081,0.461077844,0.591894413,0.650165559,0.637558163
0.452435307,10,5,"Alabama, Pickens","33.2809,-88.0882",0.275768418,0.279212761,0.486494375,0.8163,0.801204819,0.325,0.472777332,0.441834862,0.0962,0.566624363,0.449101796,0.587865273,0.467930872,0.594593442
0.526320444,9,2,"Alabama, Pike","31.804,-85.9408",0.488240796,0.508298133,0.552156656,0.9233,0.809236948,0.675,0.472557572,0.422018349,0,0.661787555,0.479041916,0.501650799,0.453437037,0.601131244
0.508971759,9,3,"Alabama, Randolph","33.2953,-85.4571",0.522070666,0.56239916,0.514202904,0.8157,0.828313253,0.675,0.468041818,0.23853211,0,0.561896008,0.479041916,0.618940916,0.484964706,0.487826023
0.565582605,7,10,"Alabama, Russell","32.2873,-85.1842",0.55031032,0.59468881,0.608055013,0.7768,0.837349398,0.675,0.476354918,0.568807339,0,0.666612439,0.54491018,0.469686207,0.605330051,0.583118105
0.547310597,8,6,"Alabama, Shelby","33.2688,-86.6623",0.490798465,0.488328441,0.627367576,0.1764,0.857429719,0.825,0.421970708,0.798165138,0.24,0.50709405,0.538922156,0.493912975,0.313473727,0.093204337
0.527625219,8,1,"Alabama, St. Clair","33.719,-86.3103",0.542765546,0.536704502,0.567105626,0.2502,0.846385542,1,0.435332789,0.504587156,0.03,0.468013926,0.538922156,0.533440509,0.439814552,0.380913388
0.472093907,9,5,"Alabama, Sumter","32.5912,-88.1992",0.409912157,0.454203998,0.444901507,0.9866,0.765060241,0.5,0.463907858,0.247706422,0,0.566414792,0.443113772,0.556172664,0.637684859,0.658482374
0.555587567,10,2,"Alabama, Talladega","33.3782,-86.1689",0.471665102,0.478998585,0.578331883,0.7985,0.843373494,0.75,0.44772304,0.541284404,0.15,0.597357427,0.508982036,0.560557324,0.560892095,0.573071539
0.536855784,7,3,"Alabama, Tallapoosa","32.867,-85.7983",0.60118963,0.603915968,0.536573996,0.8685,0.794176707,0.575,0.379734293,0.403669725,0,0.583213996,0.502994012,0.626321192,0.462348772,0.562104271
0.586934565,7,6,"Alabama, Tuscaloosa","33.2873,-87.5256",0.552081367,0.526789009,0.638760741,0.809,0.820281124,0.825,0.42634168,0.633027523,0.28,0.576538167,0.497005988,0.443774413,0.386098579,0.394608242
0.569420123,7,6,"Alabama, Walker","33.8027,-87.3003",0.579456166,0.563583547,0.533403292,0.4492,0.784136546,0.75,0.427208238,0.642201835,0.26,0.468689525,0.51497006,0.591894413,0.585173712,0.600882478
0.463969824,7,9,"Alabama, Washington","31.4093,-88.2069",0.550383462,0.551799916,0.452878724,0.2566,0.805220884,0.5,0.452186118,0.119266055,0,0.84369735,0.425149701,0.58583425,0.497218391,0.576974284
0.480677526,7,3,"Alabama, Wilcox","31.9877,-87.3089",0.591179142,0.567027486,0.446307495,0.6176,0.747991968,0.5,0.423361697,0.04587156,0.0675,0.614564534,0.443113772,0.587865273,0.659869884,0.657104471
0.409362915,10,7,"Alabama, Winston","34.1503,-87.3733",0.140512641,0.156983017,0.49206178,0.5084,0.906626506,0.675,0.442430458,0.302752294,0,0.31978368,0.479041916,0.638895121,0.529834573,0.587255689
0.402539326,9,5,"Alaska, Aleutians East","55.3222,-161.9722",0.33042961,0.611241587,0.223982153,0.9351,0.726907631,0,0.213924194,0.410550459,0.0462,0.854183818,0,0.31296819,0.489519811,0.721018473
0.411909516,9,5,"Alaska, Aleutians West","53.0246,-173.867",0.362618737,0.545673491,0.264604885,0.9955,0.727911647,0.5,0.283612841,0.383853211,0.047,0.761443092,0,0.157595284,0.32317578,0.23824904
0.52648371,2,10,"Alaska, Anchorage","61.15,-149.1427",0.649211746,0.643380469,0.668195113,0.8176,0.63253012,0.425,0.195283411,0.706422018,0.14,0.718519769,0,0.36061064,0.281199477,0.180901301
0.440537439,9,3,"Alaska, Bethel","60.9098,-159.8562",0.563637265,0.458283345,0.273169718,0.9478,0.587349398,0.25,0.259967705,0.486238532,0,0.761455122,0,0.232967307,0.514567589,0.75648327
0.492701881,3,8,"Alaska, Bristol Bay","58.7451,-156.7011",1,0.695530777,0.278766561,0.887,0.50502008,0,0.260345248,0.383853211,0.047,0.660406356,0,0.345396617,0.46559823,0.323368478
0.430088551,3,8,"Alaska, Denali","63.6726,-150.0076",0.694517496,0.794973606,0.252455924,0.5536,0.657630522,0,0.290908257,0.398899083,0.0521,0.582162493,0,0.243320523,0.232665382,0.282547578
0.390788084,9,3,"Alaska, Dillingham","59.796,-158.2382",0.492224705,0.628336502,0.205093658,0.9093,0.674698795,0,0.278844502,0.137614679,0,0.725536954,0,0.304400184,0.535780778,0.635730083
0.548314904,2,4,"Alaska, Fairbanks North Star","64.8073,-146.5693",0.814035595,0.838304607,0.520772639,0.7529,0.726907631,0.425,0.259216506,0.623853211,0.04,0.697814545,0,0.329534997,0.252407478,0.194842984
0.371557722,8,5,"Alaska, Haines","59.0989,-135.468",0.385389649,0.744270033,0.331177878,0.482,0.492971888,0,0.477957693,0.485688073,0.0578,0.527900741,0,0.693051002,0.213862359,0.160386816
0.266630517,5,7,"Alaska, Hoonah-Angoon","58.2931,-135.6424",0,0,0.146899836,0.7794,0.486947791,0,0.409694052,0.47412844,0.06,0.755765052,0,0.609505176,0.378137072,0.457619952
0.421314279,9,3,"Alaska, Juneau City and Borough","58.4503,-134.2004",0.526592959,0.667517613,0.50964267,0.9322,0.559236948,0.5,0.199338061,0.229357798,0,0.604852522,0,0.42856039,0.252896795,0.155600793
0.506412277,7,8,"Alaska, Kenai Peninsula","60.2443,-151.5389",0.683527853,0.722961874,0.435005618,0.7402,0.703815261,0.675,0.264914745,0.435045872,0.0586,0.509573291,0,0.526341402,0.325494778,0.342438448
0.420634542,9,3,"Alaska, Ketchikan Gateway","55.5745,-130.9756",0.59879534,0.775937376,0.281983928,0.9242,0.638554217,0.075,0.251045217,0.247706422,0,0.59732078,0,0.488663708,0.361300947,0.246520453
0.375094901,9,5,"Alaska, Kodiak Island","57.6553,-153.7494",0.426171849,0.475820637,0.277046418,0.9535,0.59939759,0.325,0.258625447,0.266055046,0,0.596326671,0,0.325461822,0.266722278,0.31127062
0.462720615,3,8,"Alaska, Kusilvak","62.1543,-163.3968",0.722864203,0.651311577,0.215731107,0.6804,0.658634538,0.325,0.24138279,0.338348624,0.019,0.695357739,0,0.144517037,0.628987727,0.769134251
0.264648802,5,7,"Alaska, Lake and Peninsula","58.624,-156.2141",0,0,0.164470927,0.7195,0.623493976,0,0,0.412844037,0.0602,0.741904662,0,0.272758857,0.567445063,0.797831738
0.523186959,3,8,"Alaska, Matanuska-Susitna","62.3131,-149.5742",0.786931736,0.765442158,0.44319697,0.262,0.784136546,0.5,0.252063062,0.47706422,0.19,0.548011314,0,0.385826464,0.324028552,0.348092004
0.39432074,8,5,"Alaska, Nome","64.9032,-164.0354",0.447079996,0.612486811,0.303031403,0.9102,0.524096386,0,0.047297213,0.47706422,0,0.735755208,0,0.253393888,0.612695625,0.724205926
0.463396744,9,3,"Alaska, North Slope","69.3148,-153.4836",0.529160604,0.534052771,0.275763323,0.9924,0.762048193,0.5,0.238377228,0.421926606,0.0601,0.762222206,0,0.194283093,0.472304672,0.379086762
0.416956098,9,3,"Alaska, Northwest Arctic","67.0492,-159.7504",0.583551394,0.623469159,0.190101017,0.9656,0.652610442,0.25,0.103678499,0.110091743,0,0.771252262,0,0.263202133,0.679519085,0.792612978
0.407246665,9,3,"Alaska, Petersburg","57.1398,-132.9541",0.595960755,0.695877756,0.384357213,0.93,0.455823293,0,0.190821723,0.366513761,0.0197,0.650981165,0,0.645894234,0.250067721,0.179355173
0.50325364,3,3,"Alaska, Prince of Wales-Hyder","55.7626,-133.0512",0.649102128,0.915358985,0.262053776,0.8943,0.672690763,0.5,0.419916855,0.375688073,0.0222,0.644939158,0,0.506721514,0.583452737,0.600107355
0.394071332,8,10,"Alaska, Sitka City and Borough","57.2412,-135.3207",0.469954605,0.620193431,0.290234975,0.9417,0.465863454,0.075,0.213061867,0.623853211,0,0.610490035,0,0.499089333,0.23289575,0.20066852
0.387371914,9,3,"Alaska, Skagway","59.5615,-135.3338",0.505545545,0.757353822,0.422700466,0.8115,0.431726908,0,0.240959644,0.428348624,0.025,0.474166837,0,0.40616015,0.289324571,0.277288003
0.530388046,3,8,"Alaska, Southeast Fairbanks","63.8769,-143.2128",0.756727495,0.764851154,0.266003761,0.7259,0.81124498,0.5,0.354589118,0.503669725,0.0779,0.638066482,0,0.455513708,0.344852776,0.405948296
0.31459424,5,7,"Alaska, Valdez-Cordova","61.475,-144.7127",0,0,0.284854658,0.8513,0.634538153,0.5,0.29107511,0.50733945,0.0802,0.59319357,0,0.440780889,0.346764132,0.28777312
0.451706059,3,8,"Alaska, Wrangell City and Borough","56.3202,-132.0584",0.68808277,0.927606594,0.24571639,0.8052,0.595381526,0,0.183060897,0.403944954,0.0231,0.548800799,0,0.656152454,0.497209671,0.354929318
0.417565929,3,8,"Alaska, Yakutat City and Borough","59.891,-140.3601",0.714515319,0.699038817,0.164470927,0.9612,0.454819277,0,0,0.452385321,0.0401,0.76419298,0,0.437763125,0.345865418,0.376592076
0.400285936,8,5,"Alaska, Yukon-Koyukuk","65.5082,-151.3907",0.373839889,0.44956416,0.273688058,0.7762,0.525100402,0,0.490921469,0.479541284,0.0776,0.73263161,0,0.475207668,0.589955918,0.796727551
0.458803943,8,3,"Arizona, Apache","35.3947,-109.4892",0.457428969,0.403612155,0.416113783,0.9118,0.549196787,0.5,0.479117092,0.422018349,0.04,0.695642259,0.161676647,0.501650799,0.563567899,0.824094247
0.50507557,9,3,"Arizona, Cochise","31.8793,-109.7516",0.527428258,0.542303524,0.494955442,0.936,0.71686747,0.675,0.432404814,0.440366972,0.04,0.536102633,0.269461078,0.63712461,0.289127505,0.442922162
0.526578967,2,10,"Arizona, Coconino","35.8388,-111.7707",0.640092788,0.605942438,0.499070784,0.9713,0.575301205,0.575,0.306038512,0.733944954,0.07,0.686896823,0.155688623,0.41592556,0.245839682,0.463969544
0.421323463,10,5,"Arizona, Gila","33.8019,-110.8133",0.337112055,0.323304171,0.517613452,0.6689,0.648594378,0.5,0.409078106,0.339449541,0,0.582250848,0.167664671,0.740326689,0.465005511,0.572801699
0.480239932,10,2,"Arizona, Graham","32.9317,-109.8882",0.461324096,0.418327715,0.419383953,0.9854,0.731927711,0.675,0.319792855,0.504587156,0,0.63525093,0.179640719,0.464081714,0.362804487,0.553649371
0.383755169,10,5,"Arizona, Greenlee","33.215,-109.2405",0.283589753,0.38226953,0.368366479,0.3537,0.727911647,0.25,0.584425819,0.481651376,0.0225,0.536612105,0.161676647,0.434720726,0.285929529,0.317024941
0.424869644,10,5,"Arizona, La Paz","33.7285,-113.981",0.33037026,0.330199941,0.48117915,0.7514,0.733935743,0.5,0.530176821,0.128440367,0,0.616410181,0.161676647,0.85717254,0.443665115,0.659556889
0.577648226,8,6,"Arizona, Maricopa","33.3484,-112.4918",0.585175915,0.558236826,0.729096785,0.7259,0.74497992,0.825,0.344678851,0.605504587,0.29,0.610780248,0.45508982,0.499089333,0.225429198,0.333449198
0.545127571,7,10,"Arizona, Mohave","35.7047,-113.7578",0.565060141,0.556747519,0.503548104,0.851,0.821285141,0.575,0.393105767,0.577981651,0.14,0.464665778,0.125748503,0.754840417,0.419040163,0.501609531
0.517181049,7,10,"Arizona, Navajo","35.3998,-110.3219",0.589012995,0.534822171,0.493231295,0.9618,0.65060241,0.575,0.410686842,0.495412844,0.01,0.692396051,0.161676647,0.556172664,0.514270958,0.669091147
0.561443736,8,6,"Arizona, Pima","32.0971,-111.789",0.534345071,0.524938063,0.703043189,0.9825,0.662650602,0.575,0.337746451,0.733944954,0.26,0.606580457,0.293413174,0.593892765,0.232831884,0.42225144
0.522216642,7,3,"Arizona, Pinal","32.9053,-111.3449",0.603852771,0.584063223,0.558879931,0.8271,0.762048193,0.575,0.329374941,0.293577982,0.08,0.673992655,0.520958084,0.605662958,0.335327505,0.467930788
0.485132442,7,2,"Arizona, Santa Cruz","31.5251,-110.8479",0.473439917,0.407076289,0.574384439,0.4448,0.583333333,0.675,0.36934817,0.917431193,0,0.29945017,0.275449102,0.556172664,0.206946263,0.62703756
0.514959049,7,2,"Arizona, Yavapai","34.5993,-112.5539",0.498347644,0.537786219,0.527453313,0.5791,0.738955823,0.575,0.391734507,0.798165138,0.11,0.390702233,0.125748503,0.767561509,0.269102669,0.336993934
0.534768141,10,2,"Arizona, Yuma","32.769,-113.9067",0.444380403,0.376558853,0.540186128,0.9796,0.731927711,0.5,0.434554635,0.917431193,0.05,0.49138148,0.299401198,0.579673914,0.33740155,0.652325109
0.480834349,10,2,"Arkansas, Arkansas","34.2915,-91.3728",0.381366439,0.375441342,0.494299215,0.5368,0.717871486,0.575,0.524736384,0.550458716,0.16,0.558677825,0.419161677,0.587865273,0.4895729,0.471577622
0.545872024,3,10,"Arkansas, Ashley","33.1915,-91.7698",0.676313724,0.672349349,0.484637015,0.49,0.786144578,0.575,0.459729124,0.541284404,0,0.622999967,0.395209581,0.607589018,0.519192237,0.529726765
0.505755286,9,1,"Arkansas, Baxter","36.2878,-92.3378",0.528570665,0.574318383,0.569443123,0.3158,0.760040161,0.575,0.45551623,0.541284404,0.16,0.233944204,0.401197605,0.778650678,0.410632516,0.273263176
0.534266047,8,1,"Arkansas, Benton","36.3364,-94.2568",0.547763501,0.544307803,0.636336995,0.3136,0.795180723,0.825,0.467411671,0.697247706,0.1,0.468505742,0.443113772,0.461247542,0.269430724,0.176428719
0.502015434,9,1,"Arkansas, Boone","36.3085,-93.0937",0.529300832,0.532935417,0.560644002,0.46,0.823293173,0.75,0.435332789,0.467889908,0,0.246093107,0.383233533,0.620799731,0.433182865,0.346507119
0.502142104,7,3,"Arkansas, Bradley","33.4676,-92.1598",0.596740044,0.56351767,0.414492281,0.8924,0.727911647,0.25,0.438824037,0.385321101,0,0.704186183,0.407185629,0.587865273,0.584938573,0.595455161
0.430807988,10,5,"Arkansas, Calhoun","33.556,-92.4997",0.26684459,0.329965893,0.454663422,0.3747,0.827309237,0.5,0.588153346,0.39559633,0.0125,0.607907859,0.401197605,0.633558154,0.475479332,0.462715298
0.470996655,7,3,"Arkansas, Carroll","36.3404,-93.5427",0.546799613,0.552205149,0.532785704,0.524,0.787148594,0.675,0.402986042,0.19266055,0,0.324036994,0.383233533,0.652764323,0.336165973,0.414141107
0.41486222,10,5,"Arkansas, Chicot","33.2646,-91.2954",0.268574116,0.232752443,0.495114807,0.9863,0.717871486,0.325,0.55845287,0.146788991,0,0.6568912,0.419161677,0.609505176,0.51085293,0.608623295
0.487873854,10,2,"Arkansas, Clark","34.0461,-93.1748",0.29485397,0.326568626,0.548125201,0.9764,0.757028112,0.575,0.538279062,0.403669725,0.29,0.613160866,0.425149701,0.538099217,0.389703447,0.379118978
0.504027606,7,1,"Arkansas, Clay","36.3683,-90.4148",0.548335861,0.528810712,0.511402894,0.2935,0.75,0.575,0.399780319,0.688073394,0,0.264189767,0.467065868,0.633558154,0.537220825,0.499907167
0.451818203,9,9,"Arkansas, Cleburne","35.5386,-92.0264",0.475956005,0.519918033,0.465627996,0.0895,0.78313253,0.575,0.530549327,0.422018349,0,0.231982307,0.425149701,0.723821034,0.417487042,0.356363901
0.437163341,9,5,"Arkansas, Cleveland","33.8972,-92.1854",0.453241692,0.440736007,0.416927164,0.2038,0.731927711,0.325,0.499283711,0.443944954,0.0416,0.520414815,0.407185629,0.620799731,0.489682858,0.396505236
